project_id,project_name,department_id,start_year
451,Project Beta 462,1261,2020
452,Project Beta 127,4241,2015
453,Project Epsilon 825,6288,2019
454,Project Alpha 442,7690,2013
455,Project Zeta 367,9846,2014
456,Project Beta 675,5671,2020
457,Project Zeta 533,3284,2013
458,Project Delta 467,9292,2023
459,Project Epsilon 811,4401,2019
460,Project Zeta 187,3978,2021
461,Project Epsilon 853,7759,2021
462,Project Epsilon 609,45,2011
463,Project Epsilon 628,1452,2020
464,Project Zeta 805,1433,2011
465,Project Zeta 336,3829,2022
466,Project Delta 724,5338,2020
467,Project Beta 313,3311,2011
468,Project Gamma 340,2727,2014
469,Project Alpha 744,7245,2010
470,Project Zeta 576,1611,2012
471,Project Delta 615,7949,2022
472,Project Epsilon 526,3932,2013
473,Project Zeta 622,7952,2022
474,Project Epsilon 761,671,2023
475,Project Epsilon 842,1124,2013
476,Project Zeta 276,2830,2021
477,Project Alpha 950,8315,2012
478,Project Beta 155,5002,2014
479,Project Epsilon 400,3920,2023
480,Project Gamma 214,9892,2017
481,Project Epsilon 894,9205,2011
482,Project Delta 361,9604,2015
483,Project Delta 214,564,2022
484,Project Gamma 244,5583,2019
485,Project Epsilon 117,244,2021
486,Project Zeta 290,8376,2014
487,Project Beta 236,4506,2022
488,Project Alpha 610,717,2021
489,Project Alpha 652,3657,2023
490,Project Zeta 904,1568,2013
491,Project Delta 604,4519,2013
492,Project Gamma 135,3673,2010
493,Project Gamma 856,7750,2019
494,Project Beta 440,1489,2017
495,Project Beta 328,4030,2015
496,Project Epsilon 217,3812,2016
497,Project Epsilon 267,2659,2010
498,Project Alpha 743,5484,2023
499,Project Beta 727,7971,2019
500,Project Delta 666,6030,2014
501,Project Delta 279,1333,2011
502,Project Delta 562,143,2020
503,Project Alpha 527,2690,2010
504,Project Epsilon 240,1733,2023
505,Project Beta 374,162,2017
506,Project Zeta 486,7090,2014
507,Project Zeta 751,5536,2020
508,Project Beta 498,2497,2023
509,Project Epsilon 230,1905,2022
510,Project Zeta 351,5451,2010
511,Project Zeta 974,1646,2011
512,Project Beta 377,4200,2019
513,Project Delta 654,9503,2015
514,Project Alpha 704,2173,2023
515,Project Epsilon 184,8629,2014
516,Project Epsilon 699,9724,2014
517,Project Gamma 378,9568,2014
518,Project Zeta 708,7196,2012
519,Project Gamma 401,7639,2023
520,Project Beta 774,903,2014
521,Project Delta 356,5024,2012
522,Project Zeta 210,7337,2023
523,Project Gamma 521,3784,2019
524,Project Gamma 700,32,2014
525,Project Delta 433,1654,2023
526,Project Gamma 408,4237,2014
527,Project Delta 810,5950,2017
528,Project Gamma 629,1118,2022
529,Project Gamma 856,5214,2012
530,Project Gamma 237,8383,2022
531,Project Epsilon 646,6454,2014
532,Project Delta 425,282,2018
533,Project Epsilon 334,408,2014
534,Project Beta 184,7794,2018
535,Project Gamma 258,1253,2013
536,Project Epsilon 200,3667,2022
537,Project Delta 819,9984,2019
538,Project Delta 448,4271,2018
539,Project Beta 730,3517,2017
540,Project Delta 595,2171,2021
541,Project Delta 855,1999,2015
542,Project Gamma 955,2484,2012
543,Project Gamma 218,2690,2015
544,Project Alpha 833,3336,2023
545,Project Epsilon 793,3450,2014
546,Project Alpha 290,4719,2017
547,Project Beta 284,3762,2023
548,Project Delta 249,714,2017
549,Project Gamma 170,9818,2017
550,Project Gamma 321,7824,2010
551,Project Zeta 153,7039,2013
552,Project Beta 340,9761,2019
553,Project Epsilon 779,9102,2017
554,Project Delta 314,3705,2015
555,Project Beta 199,11,2018
556,Project Gamma 642,3100,2020
557,Project Delta 474,5839,2020
558,Project Epsilon 904,2937,2016
559,Project Beta 262,1436,2018
560,Project Epsilon 387,6055,2011
561,Project Zeta 162,9123,2018
562,Project Gamma 883,8314,2019
563,Project Zeta 805,9477,2018
564,Project Zeta 784,1530,2018
565,Project Alpha 202,9858,2019
566,Project Gamma 285,9198,2011
567,Project Delta 937,9180,2013
568,Project Gamma 238,34,2016
569,Project Gamma 294,3285,2020
570,Project Epsilon 863,5230,2015
571,Project Beta 930,5058,2013
572,Project Beta 390,9238,2020
573,Project Delta 829,1619,2022
574,Project Epsilon 555,2091,2020
575,Project Alpha 376,828,2023
576,Project Epsilon 791,3535,2012
577,Project Gamma 251,4539,2022
578,Project Beta 947,524,2023
579,Project Alpha 727,1328,2020
580,Project Zeta 881,7530,2013
581,Project Alpha 485,3158,2013
582,Project Beta 400,3726,2010
583,Project Zeta 628,8159,2022
584,Project Beta 413,4170,2017
585,Project Epsilon 344,9386,2021
586,Project Alpha 597,1947,2012
587,Project Alpha 271,5994,2017
588,Project Epsilon 930,8843,2019
589,Project Delta 714,1280,2010
590,Project Beta 410,1827,2019
591,Project Epsilon 956,2936,2017
592,Project Beta 387,4766,2020
593,Project Epsilon 468,2892,2010
594,Project Delta 493,9348,2019
595,Project Zeta 934,1264,2015
596,Project Beta 935,8855,2013
597,Project Alpha 192,9265,2017
598,Project Delta 618,9442,2015
599,Project Alpha 536,6647,2015
600,Project Alpha 209,8764,2010
601,Project Alpha 481,4523,2014
602,Project Alpha 869,2359,2017
603,Project Delta 499,969,2011
604,Project Zeta 986,2072,2013
605,Project Alpha 498,2255,2015
606,Project Delta 476,1510,2010
607,Project Alpha 119,3533,2016
608,Project Delta 868,8806,2015
609,Project Delta 981,5116,2013
610,Project Epsilon 897,7779,2020
611,Project Beta 661,4426,2023
612,Project Delta 754,1493,2021
613,Project Zeta 659,4416,2022
614,Project Gamma 614,1222,2023
615,Project Delta 332,778,2012
616,Project Alpha 278,9704,2022
617,Project Alpha 648,2605,2013
618,Project Delta 298,7776,2012
619,Project Gamma 945,1855,2011
620,Project Beta 710,8541,2010
621,Project Zeta 991,3369,2022
622,Project Zeta 188,864,2012
623,Project Delta 256,3809,2017
624,Project Alpha 471,608,2016
625,Project Delta 789,4831,2018
626,Project Zeta 278,5742,2012
627,Project Beta 689,2617,2015
628,Project Gamma 969,6445,2015
629,Project Zeta 788,4565,2017
630,Project Delta 327,1260,2016
631,Project Epsilon 194,4865,2015
632,Project Gamma 709,878,2013
633,Project Delta 446,3692,2015
634,Project Zeta 973,4623,2012
635,Project Beta 551,2609,2014
636,Project Delta 534,7404,2023
637,Project Delta 863,2060,2012
638,Project Delta 814,7895,2016
639,Project Alpha 604,4983,2020
640,Project Delta 702,195,2014
641,Project Gamma 869,5495,2012
642,Project Beta 401,2797,2021
643,Project Alpha 468,9788,2022
644,Project Delta 366,2414,2015
645,Project Gamma 718,7372,2018
646,Project Alpha 484,4454,2013
647,Project Delta 185,6524,2010
648,Project Zeta 762,3098,2014
649,Project Epsilon 737,7960,2013
650,Project Alpha 211,7016,2010
651,Project Alpha 456,6228,2023
652,Project Gamma 340,9276,2019
653,Project Gamma 289,1507,2011
654,Project Zeta 754,5210,2014
655,Project Beta 361,80,2011
656,Project Gamma 123,4279,2013
657,Project Zeta 576,997,2021
658,Project Epsilon 525,8980,2010
659,Project Epsilon 923,8385,2013
660,Project Gamma 639,6050,2015
661,Project Epsilon 760,3677,2016
662,Project Gamma 428,4308,2020
663,Project Epsilon 559,6113,2022
664,Project Epsilon 559,9412,2019
665,Project Zeta 594,4259,2012
666,Project Gamma 851,4792,2012
667,Project Zeta 694,948,2021
668,Project Gamma 318,6302,2018
669,Project Beta 916,7823,2015
670,Project Delta 627,4192,2019
671,Project Delta 788,8651,2015
672,Project Alpha 926,7424,2018
673,Project Zeta 994,7064,2022
674,Project Delta 285,5201,2013
675,Project Alpha 877,8382,2011
676,Project Gamma 642,94,2018
677,Project Delta 549,8560,2020
678,Project Epsilon 367,6114,2011
679,Project Alpha 966,9871,2013
680,Project Zeta 976,2601,2022
681,Project Gamma 522,7903,2011
682,Project Zeta 831,9220,2019
683,Project Epsilon 258,7605,2015
684,Project Beta 321,7195,2011
685,Project Alpha 998,139,2021
686,Project Beta 845,6032,2023
687,Project Epsilon 756,6319,2013
688,Project Gamma 175,9167,2023
689,Project Delta 459,7413,2010
690,Project Gamma 308,2968,2010
691,Project Epsilon 835,4026,2016
692,Project Alpha 326,330,2011
693,Project Gamma 419,6675,2014
694,Project Alpha 736,7904,2012
695,Project Zeta 677,4735,2011
696,Project Zeta 158,3463,2016
697,Project Delta 435,8694,2010
698,Project Delta 681,3640,2012
699,Project Zeta 847,8591,2019
700,Project Gamma 140,1161,2011
701,Project Delta 179,3107,2010
702,Project Beta 823,7939,2010
703,Project Epsilon 570,1661,2018
704,Project Gamma 521,7519,2019
705,Project Alpha 665,7623,2017
706,Project Zeta 339,7796,2013
707,Project Zeta 208,6819,2022
708,Project Epsilon 913,2347,2017
709,Project Gamma 724,2776,2017
710,Project Gamma 523,776,2011
711,Project Alpha 116,6549,2020
712,Project Epsilon 767,7251,2017
713,Project Gamma 152,27,2019
714,Project Zeta 573,902,2011
715,Project Epsilon 320,2168,2015
716,Project Zeta 791,6525,2016
717,Project Zeta 987,1169,2018
718,Project Alpha 486,1537,2010
719,Project Epsilon 446,3993,2022
720,Project Delta 141,107,2017
721,Project Alpha 949,339,2011
722,Project Alpha 253,2302,2012
723,Project Zeta 219,2774,2021
724,Project Delta 673,3575,2023
725,Project Epsilon 142,5221,2011
726,Project Zeta 136,1998,2023
727,Project Alpha 879,8947,2011
728,Project Zeta 487,9279,2013
729,Project Gamma 843,9635,2011
730,Project Alpha 901,6260,2017
731,Project Delta 730,8490,2017
732,Project Alpha 140,1801,2014
733,Project Epsilon 412,1301,2011
734,Project Delta 334,2941,2018
735,Project Beta 861,2488,2015
736,Project Alpha 681,6245,2014
737,Project Beta 704,5397,2018
738,Project Zeta 495,1992,2016
739,Project Delta 249,1779,2011
740,Project Delta 120,2555,2023
741,Project Gamma 359,4939,2022
742,Project Epsilon 499,5180,2015
743,Project Alpha 260,4513,2021
744,Project Beta 833,1371,2023
745,Project Epsilon 779,2326,2015
746,Project Gamma 751,8600,2010
747,Project Gamma 812,7645,2015
748,Project Epsilon 957,5386,2010
749,Project Beta 401,2321,2014
750,Project Zeta 885,2267,2016
751,Project Beta 350,6141,2012
752,Project Beta 218,7585,2020
753,Project Gamma 394,8245,2017
754,Project Delta 227,3184,2012
755,Project Alpha 258,273,2016
756,Project Alpha 806,3381,2019
757,Project Zeta 233,236,2013
758,Project Alpha 896,8586,2016
759,Project Delta 535,7574,2014
760,Project Gamma 630,2740,2012
761,Project Epsilon 863,8015,2018
762,Project Alpha 610,3200,2019
763,Project Alpha 144,4904,2019
764,Project Delta 335,513,2021
765,Project Epsilon 495,6839,2016
766,Project Delta 875,7160,2012
767,Project Epsilon 487,519,2020
768,Project Beta 911,9973,2023
769,Project Delta 766,5110,2023
770,Project Epsilon 712,1149,2020
771,Project Alpha 363,8074,2011
772,Project Delta 404,9755,2015
773,Project Gamma 950,5255,2020
774,Project Epsilon 969,4337,2021
775,Project Gamma 516,5639,2017
776,Project Delta 834,1934,2013
777,Project Zeta 934,7377,2011
778,Project Gamma 302,4173,2012
779,Project Delta 614,9536,2013
780,Project Zeta 962,2860,2018
781,Project Delta 888,3523,2012
782,Project Beta 925,7675,2022
783,Project Delta 536,5250,2014
784,Project Zeta 647,4744,2012
785,Project Delta 981,5000,2022
786,Project Epsilon 888,4746,2016
787,Project Zeta 412,5616,2020
788,Project Gamma 763,961,2013
789,Project Zeta 130,458,2012
790,Project Zeta 202,4920,2013
791,Project Delta 525,5348,2022
792,Project Epsilon 400,5884,2013
793,Project Epsilon 666,2822,2013
794,Project Beta 354,5008,2022
795,Project Gamma 840,4010,2013
796,Project Gamma 496,6836,2018
797,Project Beta 235,8583,2019
798,Project Zeta 883,6806,2023
799,Project Gamma 888,7935,2020
800,Project Gamma 410,9909,2020
801,Project Beta 780,87,2022
802,Project Beta 961,8965,2010
803,Project Alpha 306,3814,2022
804,Project Zeta 577,6500,2011
805,Project Epsilon 179,5988,2020
806,Project Delta 593,132,2011
807,Project Gamma 997,1461,2011
808,Project Alpha 464,8657,2011
809,Project Zeta 489,2520,2013
810,Project Alpha 462,3988,2019
811,Project Gamma 264,8992,2011
812,Project Alpha 466,8936,2017
813,Project Zeta 514,5536,2010
814,Project Epsilon 894,1052,2016
815,Project Beta 714,7349,2020
816,Project Gamma 123,6048,2017
817,Project Zeta 720,2247,2011
818,Project Gamma 165,631,2020
819,Project Epsilon 670,1516,2010
820,Project Alpha 759,9475,2023
821,Project Gamma 401,3621,2010
822,Project Alpha 242,7528,2017
823,Project Beta 241,232,2020
824,Project Delta 443,6505,2019
825,Project Gamma 249,7315,2020
826,Project Delta 743,3092,2018
827,Project Alpha 954,8621,2012
828,Project Delta 984,3239,2012
829,Project Delta 929,7296,2016
830,Project Zeta 331,1646,2011
831,Project Gamma 352,1297,2021
832,Project Alpha 569,5566,2013
833,Project Epsilon 615,7795,2011
